ID,label,statement,subject,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_on_fire_count,context,target,words
6361.json,false,The presidents first major foreign policy speech in Cairo was to apologize for our country.,foreign-policy,kelly-ayotte,U.S. Senator,New Hampshire,republican,2.0,1.0,1.0,4.0,0.0,an interview on CNN’s “State of the Union” ,0,"['the', 'presidents', 'first', 'major', 'foreign', 'policy', 'speech', 'in', 'cairo', 'was', 'to', 'apologize', 'for', 'our', 'country', '.']"
315.json,true,Two-thirds of our economy is a consumer economy.,economy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"Boca Raton, Fla.",2,"['two-thirds', 'of', 'our', 'economy', 'is', 'a', 'consumer', 'economy', '.']"
4912.json,true,Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.,"jobs,state-budget",jay-webber,State Assemblyman,New Jersey,republican,0.0,0.0,0.0,0.0,0.0,an NJToday interview,2,"['says', 'our', 'unemployment', 'insurance', 'trust', 'fund', 'is', 'broke', '.', 'were', 'over', 'a', 'billion', 'dollars', 'in', 'debt', 'to', 'the', 'federal', 'government', '.']"
13276.json,pants-fire,"Of course, there is large scale voter fraud happening on and before election day.","corrections-and-updates,elections",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet,0,"['of', 'course,', 'there', 'is', 'large', 'scale', 'voter', 'fraud', 'happening', 'on', 'and', 'before', 'election', 'day', '.']"
11492.json,false,Paul Ryan is one of only six House Republicans who voted for Teddy Kennedys bill to force Christian employers to hire LGBT employees.,"civil-rights,gays-and-lesbians,religion,workers",constitutional-rights-pac,,,organization,0.0,1.0,0.0,0.0,0.0,a news release,0,"['paul', 'ryan', 'is', 'one', 'of', 'only', 'six', 'house', 'republicans', 'who', 'voted', 'for', 'teddy', 'kennedys', 'bill', 'to', 'force', 'christian', 'employers', 'to', 'hire', 'lgbt', 'employees', '.']"
1246.json,mostly-true,"Forty percent of gross domestic product is state, local, or federal money.","economy,federal-budget,pundits",cokie-roberts,"NPR contributor, ABC commentator",Maryland,journalist,1.0,0.0,2.0,2.0,0.0,appearance on This Week with George Stephanopoulos,2,"['forty', 'percent', 'of', 'gross', 'domestic', 'product', 'is', 'state,', 'local,', 'or', 'federal', 'money', '.']"
4139.json,barely-true,"During his first year, President Obama said he was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez the worst actors in the world.","foreign-policy,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a town hall in Wolfeboro, N.H.",1,"['during', 'his', 'first', 'year,', 'president', 'obama', 'said', 'he', 'was', 'going', 'to', 'visit', 'kim', 'jong-ll', 'and', 'ahmadinejad', 'and', 'assad', 'and', 'chavez', 'the', 'worst', 'actors', 'in', 'the', 'world', '.']"
1720.json,false,"The vast majority of the money I got was from small donors all across the country.''	campaign-finance	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with CNBC's John Harwood 
5802.json	true	The Democrat-controlled Senate, it hasnt passed a budget in more than 1,000 days.	deficit,federal-budget,job-accomplishments	john-boehner	Speaker of the House of Representatives	Ohio	republican	13	22	11	4	2	a video address
6153.json	half-true	The median income in America has dropped by 10 percent in the last four years.	economy,income,jobs	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a speech
6515.json	barely-true	Says U.S. Senate hopeful Tammy Baldwin voted for a $1 trillion stimulus bill that included a wasteful $800,000 to replace light bulbs.	energy,federal-budget,stimulus	crossroads-gps	Conservative advocacy group		republican	9	1	4	1	2	a television ad
385.json	true	Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.	iraq	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech in Westerville, Ohio
10932.json	barely-true	Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin are now second-best in the country for states where more than half the kids take the exam.	education,government-regulation,job-accomplishments,labor,unions	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
5076.json	mostly-true	Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European.	economy	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	an editorial board meeting with an Iowa newspaper
12189.json	half-true	Says Rick Scott cut Medicaid so people cant get Obamacare.	health-care,medicaid	rick-scotts-starbucks-heckler	Activist, stay-at-home mom	Florida	activist	0	0	2	0	0	a confrontation with Rick Scott at Starbucks
945.json	half-true	The stimulus bill includes $8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""","stimulus,transportation",bobby-jindal,Governor of Louisiana,Louisiana,republican,0.0,1.0,4.0,4.0,0.0,the Republican response to Obama's speech to Congress,0,"['the', 'vast', 'majority', 'of', 'the', 'money', 'i', 'got', 'was', 'from', 'small', 'donors', 'all', 'across', 'the', 'country', "".''"", 'campaign-finance', 'barack-obama', 'president', 'illinois', 'democrat', '70', '71', '160', '163', '9', 'an', 'interview', 'with', ""cnbc's"", 'john', 'harwood', '5802', '.json', 'true', 'the', 'democrat-controlled', 'senate,', 'it', 'hasnt', 'passed', 'a', 'budget', 'in', 'more', 'than', '1,000', 'days', '.', 'deficit,federal-budget,job-accomplishments', 'john-boehner', 'speaker', 'of', 'the', 'house', 'of', 'representatives', 'ohio', 'republican', '13', '22', '11', '4', '2', 'a', 'video', 'address', '6153', '.json', 'half-true', 'the', 'median', 'income', 'in', 'america', 'has', 'dropped', 'by', '10', 'percent', 'in', 'the', 'last', 'four', 'years', '.', 'economy,income,jobs', 'mitt-romney', 'former', 'governor', 'massachusetts', 'republican', '34', '32', '58', '33', '19', 'a', 'speech', '6515', '.json', 'barely-true', 'says', 'u', '.s', '.', 'senate', 'hopeful', 'tammy', 'baldwin', 'voted', 'for', 'a', '$1', 'trillion', 'stimulus', 'bill', 'that', 'included', 'a', 'wasteful', '$800,000', 'to', 'replace', 'light', 'bulbs', '.', 'energy,federal-budget,stimulus', 'crossroads-gps', 'conservative', 'advocacy', 'group', 'republican', '9', '1', '4', '1', '2', 'a', 'television', 'ad', '385', '.json', 'true', 'says', 'clinton', 'did', 'not', 'read', 'the', 'national', 'intelligence', 'estimate', 'before', 'voting', 'for', 'the', 'iraq', 'war', '.', 'iraq', 'barack-obama', 'president', 'illinois', 'democrat', '70', '71', '160', '163', '9', 'a', 'speech', 'in', 'westerville,', 'ohio', '10932', '.json', 'barely-true', 'thanks', 'to', 'the', 'act', '10', 'collective', 'bargaining', 'law', 'that', 'took', 'effect', 'four', 'years', 'ago,', 'act', 'scores', 'in', 'wisconsin', 'are', 'now', 'second-best', 'in', 'the', 'country', 'for', 'states', 'where', 'more', 'than', 'half', 'the', 'kids', 'take', 'the', 'exam', '.', 'education,government-regulation,job-accomplishments,labor,unions', 'scott-walker', 'milwaukee', 'county', 'executive', 'wisconsin', 'republican', '26', '41', '32', '40', '11', 'a', 'speech', '5076', '.json', 'mostly-true', 'our', 'income,', 'our', 'gdp', 'per', 'capita,', 'is', 'almost', '50', 'percent', 'higher', 'than', '(it', 'is', 'for)', 'the', 'average', 'european', '.', 'economy', 'mitt-romney', 'former', 'governor', 'massachusetts', 'republican', '34', '32', '58', '33', '19', 'an', 'editorial', 'board', 'meeting', 'with', 'an', 'iowa', 'newspaper', '12189', '.json', 'half-true', 'says', 'rick', 'scott', 'cut', 'medicaid', 'so', 'people', 'cant', 'get', 'obamacare', '.', 'health-care,medicaid', 'rick-scotts-starbucks-heckler', 'activist,', 'stay-at-home', 'mom', 'florida', 'activist', '0', '0', '2', '0', '0', 'a', 'confrontation', 'with', 'rick', 'scott', 'at', 'starbucks', '945', '.json', 'half-true', 'the', 'stimulus', 'bill', 'includes', '$8', 'billion', 'for', 'high-speed', 'rail', 'projects,', 'such', 'as', 'a', ""'magnetic"", ""levitation'"", 'line', 'from', 'las', 'vegas', 'to', 'disneyland', '.""']"
2509.json,half-true,"Since Debbie Halvorson has been in politics, Illinois has lost hundreds of thousands of jobs.","economy,message-machine",adam-kinzinger,U.S. Representative,Illinois,republican,0.0,2.0,1.0,0.0,0.0,a campaign commercial,1,"['since', 'debbie', 'halvorson', 'has', 'been', 'in', 'politics,', 'illinois', 'has', 'lost', 'hundreds', 'of', 'thousands', 'of', 'jobs', '.']"
6156.json,false,SaysJosh Mandels campaign is under FBI investigation,"campaign-finance,crime,elections",workers-voice,Political action committee,District of Columbia,none,0.0,2.0,0.0,0.0,2.0,an online ad,0,"['saysjosh', 'mandels', 'campaign', 'is', 'under', 'fbi', 'investigation']"
9098.json,barely-true,Floridas revenue is growing at a faster rate than almost any state in the country.,"economy,taxes",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,public remarks,1,"['floridas', 'revenue', 'is', 'growing', 'at', 'a', 'faster', 'rate', 'than', 'almost', 'any', 'state', 'in', 'the', 'country', '.']"
10958.json,mostly-true,The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.,"economy,income",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a post on Twitter,2,"['the', 'gap', 'between', 'the', 'very', 'rich', 'and', 'everyone', 'else', 'in', 'america', 'is', 'wider', 'today', 'than', 'at', 'any', 'time', 'since', 'the', '1920s', '.']"
8480.json,false,This is the year Florida becomes a majority minority state.,"census,diversity",alan-grayson,U.S. House of Representatives,Florida,democrat,6.0,5.0,4.0,11.0,1.0,a speech to the Florida Democratic Party,0,"['this', 'is', 'the', 'year', 'florida', 'becomes', 'a', 'majority', 'minority', 'state', '.']"
4934.json,true,Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.,"consumer-safety,financial-regulation,government-regulation",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a Senate banking subcommittee hearing,2,"['richard', 'cordrays', 'nomination', 'to', 'head', 'the', 'consumer', 'financial', 'protection', 'bureau', 'marks', 'the', 'first', 'time', 'in', 'senate', 'history', 'that', 'a', 'political', 'party', 'has', 'blocked', 'a', 'nomination', 'of', 'someone', 'because', 'they', 'didnt', 'like', 'the', 'construction', 'of', 'the', 'agency', '.']"
8879.json,barely-true,Says President Barack Obamas health care law is expected to destroy 2.3 million jobs.,health-care,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a tweet,1,"['says', 'president', 'barack', 'obamas', 'health', 'care', 'law', 'is', 'expected', 'to', 'destroy', '2', '.3', 'million', 'jobs', '.']"
11022.json,mostly-true,Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.,"elections,pensions,state-finances",donna-brazile,Political commentator,"Washington, D.C.",democrat,0.0,1.0,4.0,7.0,0.0,a tweet,2,"['chris', 'christie', 'has', 'led', 'new', 'jersey', 'to', 'a', 'record-breaking', '9', 'credit', 'downgrades', '.']"
3247.json,half-true,"In Texas, sexting is a felony sex offense for teenagers that can mean up to 10 years in prison.","children,crime,criminal-justice,technology",whoopi-goldberg,The View co-host,New York ,talk-show-host,1.0,0.0,1.0,0.0,0.0,an episode of The View,1,"['in', 'texas,', 'sexting', 'is', 'a', 'felony', 'sex', 'offense', 'for', 'teenagers', 'that', 'can', 'mean', 'up', 'to', '10', 'years', 'in', 'prison', '.']"
10934.json,half-true,"In Muslim countries, under the Sharia, there is a death penalty for blaspheming Mohammad.",religion,pamela-geller,President of American Freedom Defense Intitiative,New York,activist,0.0,1.0,1.0,0.0,0.0,an interview with Chris Cuomo,1,"['in', 'muslim', 'countries,', 'under', 'the', 'sharia,', 'there', 'is', 'a', 'death', 'penalty', 'for', 'blaspheming', 'mohammad', '.']"
448.json,barely-true,"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes.""",economy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"campaign event in Westport, Conn.",1,"['after', 'reagan', 'took', 'office,', '""we', ""didn't"", 'raise', 'taxes', 'and', 'we', ""didn't"", 'cut', 'entitlements', '.', 'what', 'we', 'did', 'was', 'we', 'cut', 'taxes', '.""']"
10224.json,mostly-true,No one was taken into custody for feeding the homeless.,"city-government,crime,hunger",jack-seiler,Fort Lauderdale mayor,Florida,democrat,0.0,0.0,0.0,1.0,0.0,a news release,2,"['no', 'one', 'was', 'taken', 'into', 'custody', 'for', 'feeding', 'the', 'homeless', '.']"
5262.json,false,Martin Luther King was a Republican.,"civil-rights,history",travis-rowley,,Rhode Island,republican,1.0,1.0,1.0,0.0,0.0,an opinion column,0,"['martin', 'luther', 'king', 'was', 'a', 'republican', '.']"
6623.json,half-true,"Ohio has created 45,000 new manufacturing jobs since 2010. And thats due in large part to the fact that the auto rescue has helped Ohio.","economy,jobs",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,"a ""Face the Nation"" interview",1,"['ohio', 'has', 'created', '45,000', 'new', 'manufacturing', 'jobs', 'since', '2010', '.', 'and', 'thats', 'due', 'in', 'large', 'part', 'to', 'the', 'fact', 'that', 'the', 'auto', 'rescue', 'has', 'helped', 'ohio', '.']"
1987.json,false,"West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.","campaign-finance,corporations,medicare,oil-spill,social-security",ron-klein,,Florida,democrat,0.0,2.0,0.0,1.0,0.0,a fundraising e-mail,0,"['west', 'has', 'raised', '$2', 'million', 'from', 'those', 'that', 'would', 'leave', 'our', 'beaches', 'in', 'ruins,', 'end', 'social', 'security', 'and', 'medicare,', 'and', 'give', 'corporations', 'free', 'reign', '.']"
10969.json,barely-true,The party in the White House is responsible for a massive tax increase on the middle class.,"health-care,taxes",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,a speech launching his 2016 campaign,1,"['the', 'party', 'in', 'the', 'white', 'house', 'is', 'responsible', 'for', 'a', 'massive', 'tax', 'increase', 'on', 'the', 'middle', 'class', '.']"
6704.json,true,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.",jobs,phil-gingrey,U.S. Congressman,Georgia,republican,2.0,5.0,2.0,1.0,1.0,a Twitter post,2,"['the', 'u', '.s', '.', 'unemployment', 'rate', 'has', 'remained', 'above', '8', 'percent', 'for', '43', 'consecutive', 'months,', 'the', 'longest', 'stretch', 'since', 'the', 'great', 'depression', '.']"
6567.json,half-true,Says our national debt is greater than our gross domestic product.,"debt,economy",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,"his speech to the Republican National Convention in Tampa, Florida.",1,"['says', 'our', 'national', 'debt', 'is', 'greater', 'than', 'our', 'gross', 'domestic', 'product', '.']"
4450.json,true,Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.,"city-budget,city-government,water",save-our-springs-alliance,,,none,0.0,0.0,0.0,0.0,0.0,a newsletter post.,2,"['ten', 'years', 'ago', 'the', 'austin', 'water', 'utility', 'used', 'a', 'total', 'of', '240', '.3', 'million', 'gallons', '.', 'every', 'summer', 'since', 'then', 'our', 'peak', 'day', 'of', 'water', 'use', 'has', 'been', 'lower', '.']"
7815.json,barely-true,A law that mandates fingerprinting for gun purchasers is a requirement thats reduced gun crimes in the five states where its the law.,guns,marylanders-prevent-gun-violence-education-fund,advocacy group,Maryland,none,1.0,0.0,0.0,0.0,0.0,a television ad,1,"['a', 'law', 'that', 'mandates', 'fingerprinting', 'for', 'gun', 'purchasers', 'is', 'a', 'requirement', 'thats', 'reduced', 'gun', 'crimes', 'in', 'the', 'five', 'states', 'where', 'its', 'the', 'law', '.']"
12506.json,true,"The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.","economy,jobs",dave-brat,College professor,Virginia,republican,2.0,5.0,0.0,2.0,0.0,Facebook post.,2,"['the', 'labor', 'force', 'participation', 'rate', '--', 'the', 'share', 'of', 'the', 'potential', 'workforce', 'that', 'is', 'actually', 'working', 'or', 'looking', 'for', 'work--', 'currently', 'stands', 'below', '63%,', 'the', 'lowest', 'level', 'since', 'the', '1970s', '.']"
9311.json,false,The incandescent light bulb has no effect whatever on the planet.,"energy,government-regulation,market-regulation",george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,"comments on ""Fox News Sunday""",0,"['the', 'incandescent', 'light', 'bulb', 'has', 'no', 'effect', 'whatever', 'on', 'the', 'planet', '.']"
12232.json,mostly-true,"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.","elections,history,states",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,an interview,2,"['ten', 'times,', 'no', 'republican', 'candidate', 'for', 'president', 'had', 'enough', 'delegates', 'to', 'claim', 'the', 'nomination', 'before', 'the', 'partys', 'convention,', 'and', 'seven', 'of', 'those', 'times', 'somebody', 'who', 'was', 'not', 'the', 'leader', 'of', 'delegates', 'was', 'selected', 'as', 'the', 'nominee', 'of', 'the', 'party', '.']"
946.json,false,"The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.",iraq,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a speech on the Senate floor.,0,"['the', ""president's"", 'plan,', 'even', 'after', 'the', 'end', 'of', 'its', 'withdrawal', 'timeline', 'is', 'reached,', 'will', 'leave', 'in', 'place', 'up', 'to', '50,000', 'u', '.s', '.', 'troops', '.']"
11228.json,half-true,Says Donald Trump was a Democrat longer in the last decade than he was a Republican.,candidates-biography,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,a New Hampshire town hall discussion,1,"['says', 'donald', 'trump', 'was', 'a', 'democrat', 'longer', 'in', 'the', 'last', 'decade', 'than', 'he', 'was', 'a', 'republican', '.']"
5768.json,half-true,"Says that when adjusted for inflation and population growth, state general revenue spending has decreased 10.7 percent on his watch.",state-budget,david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,a Republican U.S. Senate debate,1,"['says', 'that', 'when', 'adjusted', 'for', 'inflation', 'and', 'population', 'growth,', 'state', 'general', 'revenue', 'spending', 'has', 'decreased', '10', '.7', 'percent', 'on', 'his', 'watch', '.']"
11786.json,pants-fire,Donald Trump is appealing as much to Democrats as he is to Republicans.,"polls,pundits",mike-rogers,national security commentator for CNN,Michigan,republican,1.0,1.0,1.0,2.0,1.0,a roundtable discussion on CNN,0,"['donald', 'trump', 'is', 'appealing', 'as', 'much', 'to', 'democrats', 'as', 'he', 'is', 'to', 'republicans', '.']"
4085.json,half-true,"For people in the top 1 percent for income, your effective tax burden is in the low 20s, the lowest its been in decades and decades and decades -- lower than somebody who might make substantially less money.","new-hampshire-2012,taxes",timothy-geithner,,,democrat,0.0,0.0,1.0,0.0,0.0,a speech at Dartmouth College,1,"['for', 'people', 'in', 'the', 'top', '1', 'percent', 'for', 'income,', 'your', 'effective', 'tax', 'burden', 'is', 'in', 'the', 'low', '20s,', 'the', 'lowest', 'its', 'been', 'in', 'decades', 'and', 'decades', 'and', 'decades', '--', 'lower', 'than', 'somebody', 'who', 'might', 'make', 'substantially', 'less', 'money', '.']"
245.json,true,Former business partner Robert Gay says: The man who helped save my daughter was Mitt Romney.,candidates-biography,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,,2,"['former', 'business', 'partner', 'robert', 'gay', 'says:', 'the', 'man', 'who', 'helped', 'save', 'my', 'daughter', 'was', 'mitt', 'romney', '.']"
2285.json,barely-true,"The sales tax increase, if approved, will cost taxpayers up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa.","taxes,transportation",sam-rashid,"CEO, HOLTEC USA",Florida,none,1.0,0.0,0.0,0.0,0.0,in a mailer.,1,"['the', 'sales', 'tax', 'increase,', 'if', 'approved,', 'will', 'cost', 'taxpayers', 'up', 'to', '$300', 'million', 'per', 'year,', 'in', 'perpetuity,', 'to', 'finance', 'a', 'rail', 'system', 'for', 'the', 'city', 'of', 'tampa', '.']"
4434.json,mostly-true,"Says that in his book, Rick Perry said that Social Security is unconstitutional.","legal-issues,social-security",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a Republican presidential debate,2,"['says', 'that', 'in', 'his', 'book,', 'rick', 'perry', 'said', 'that', 'social', 'security', 'is', 'unconstitutional', '.']"
493.json,half-true,"A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies.""",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a Q&A in Cape Girardeau, Mo.",1,"['a', 'gas', 'tax', 'holiday', 'is', 'a', 'gimmick', 'that', '""every', 'economist', 'says', 'will', 'just', 'go', 'into', 'the', 'pockets', 'of', 'the', 'oil', 'companies', '.""']"
12536.json,true,Swaziland has the highest rate of HIV infection in the world.,public-health,david-beckham,,,none,0.0,0.0,0.0,0.0,0.0,a UNICEF video,2,"['swaziland', 'has', 'the', 'highest', 'rate', 'of', 'hiv', 'infection', 'in', 'the', 'world', '.']"
3602.json,half-true,Multnomah County has faced 11 straight years of cuts,county-budget,jeff-cogen,Chair of Multnomah County Board of Commissioners,Oregon,none,0.0,0.0,1.0,0.0,0.0,a speech,1,"['multnomah', 'county', 'has', 'faced', '11', 'straight', 'years', 'of', 'cuts']"
5987.json,true,Says the city of Portland has one manager for every six front-line workers.,"city-government,government-efficiency",jefferson-smith,state representative,Oregon,democrat,1.0,1.0,0.0,4.0,0.0,a questionnaire,2,"['says', 'the', 'city', 'of', 'portland', 'has', 'one', 'manager', 'for', 'every', 'six', 'front-line', 'workers', '.']"
783.json,true,Sen. Obama has never taken on his party leaders on a single major issue.,candidates-biography,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"Nashville, Tenn.",2,"['sen', '.', 'obama', 'has', 'never', 'taken', 'on', 'his', 'party', 'leaders', 'on', 'a', 'single', 'major', 'issue', '.']"
3549.json,false,Says President Obamas grandmother in Kenya said he was born in Kenya and she was there and witnessed the birth.,obama-birth-certificate,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a ""Today Show"" interview",0,"['says', 'president', 'obamas', 'grandmother', 'in', 'kenya', 'said', 'he', 'was', 'born', 'in', 'kenya', 'and', 'she', 'was', 'there', 'and', 'witnessed', 'the', 'birth', '.']"
1977.json,mostly-true,"The first time he ever voted as a Democrat was here in Florida in 2008. He only voted four times in his life, and he's asking Floridians to come out and vote for him.",candidates-biography,kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,in a U.S. Senate Democratic primary debate,2,"['the', 'first', 'time', 'he', 'ever', 'voted', 'as', 'a', 'democrat', 'was', 'here', 'in', 'florida', 'in', '2008', '.', 'he', 'only', 'voted', 'four', 'times', 'in', 'his', 'life,', 'and', ""he's"", 'asking', 'floridians', 'to', 'come', 'out', 'and', 'vote', 'for', 'him', '.']"
10006.json,barely-true,Judithanne McLauchlan was part of a group that supports imposing a state income tax on Floridians.,"florida,taxes",republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a campaign commercial,1,"['judithanne', 'mclauchlan', 'was', 'part', 'of', 'a', 'group', 'that', 'supports', 'imposing', 'a', 'state', 'income', 'tax', 'on', 'floridians', '.']"
8655.json,pants-fire,The Earth is not warming.,"climate-change,corrections-and-updates,environment,weather",barry-smitherman,"Member, Texas Railroad Commission",Texas,republican,0.0,0.0,1.0,0.0,1.0,,0,"['the', 'earth', 'is', 'not', 'warming', '.']"
6226.json,half-true,"Says the federal government is spending $765,828 to subsidize pancakes for yuppies in Washington.",federal-budget,roger-williams,Businessman,Texas,republican,3.0,2.0,2.0,0.0,1.0,a campaign mailer.,1,"['says', 'the', 'federal', 'government', 'is', 'spending', '$765,828', 'to', 'subsidize', 'pancakes', 'for', 'yuppies', 'in', 'washington', '.']"
13353.json,barely-true,"The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.","criminal-justice,elections,ethics,history,legal-issues,technology,transparency",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech,1,"['the', 'man', 'who', 'was', 'in', 'charge', 'of', 'the', 'investigation', 'of', 'hillary', 'clinton', 'accepted', 'essentially', 'from', 'hillary', 'clinton', '$675,000', 'that', 'went', 'to', 'his', 'wife', '.']"
9889.json,half-true,The Republican Party has the worst reputation in American polling of any political party in history.,"congress,polls",maria-cardona,Political strategist,,democrat,0.0,0.0,1.0,0.0,0.0,"comments on CNN's ""State of the Union""",1,"['the', 'republican', 'party', 'has', 'the', 'worst', 'reputation', 'in', 'american', 'polling', 'of', 'any', 'political', 'party', 'in', 'history', '.']"
11928.json,false,Nevada is still a state that is 80 percent white voters.,"diversity,elections",brian-fallon,Spokesman for Hillary Clinton,,democrat,0.0,1.0,0.0,0.0,0.0,a MSNBC interview,0,"['nevada', 'is', 'still', 'a', 'state', 'that', 'is', '80', 'percent', 'white', 'voters', '.']"
1614.json,true,"The health care bill will subsidize families of four that make more than $80,000 a year.",health-care,orrin-hatch,U.S. Senator,Utah,republican,2.0,0.0,1.0,0.0,0.0,an interview on CNN's State of the Union,2,"['the', 'health', 'care', 'bill', 'will', 'subsidize', 'families', 'of', 'four', 'that', 'make', 'more', 'than', '$80,000', 'a', 'year', '.']"
1876.json,false,"Says an estimate that Texas will face an $18 billion budget gap is a number that somebody just reached up in the air and grabbed.""",state-budget,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview,0,"['says', 'an', 'estimate', 'that', 'texas', 'will', 'face', 'an', '$18', 'billion', 'budget', 'gap', 'is', 'a', 'number', 'that', 'somebody', 'just', 'reached', 'up', 'in', 'the', 'air', 'and', 'grabbed', '.""']"
1667.json,mostly-true,"The most private question on this years form asks for an individuals race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington.",census,patrick-mchenry,U.S. Congressman,North Carolina,republican,0.0,1.0,0.0,2.0,0.0,an op ed article,2,"['the', 'most', 'private', 'question', 'on', 'this', 'years', 'form', 'asks', 'for', 'an', 'individuals', 'race,', 'and', 'that', 'question', 'has', 'been', 'asked', 'by', 'every', 'census', 'since', 'the', '1790', 'census', 'conducted', 'under', 'then-president', 'george', 'washington', '.']"
9205.json,half-true,Says opposing the Paycheck Fairness Act is part of the Koch brothers agenda.,"congress,income,women",gary-peters,U.S. Representative,Michigan,democrat,0.0,0.0,1.0,0.0,0.0,a press release,1,"['says', 'opposing', 'the', 'paycheck', 'fairness', 'act', 'is', 'part', 'of', 'the', 'koch', 'brothers', 'agenda', '.']"
8212.json,barely-true,"Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over with the paperwork.","federal-budget,health-care",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a Senate floor colloquy,1,"['obamacare-caused', 'paperwork', 'will', 'annually', 'absorb', '190', 'million', 'hours', 'or', 'more--and', 'mount', 'rushmore', 'could', 'be', 'built', '1,547', 'times', 'over', 'with', 'the', 'paperwork', '.']"
2210.json,false,Theres still about $400 billion or $500 billion of the stimulus plan that has not been spent. Why dont we stop it.,"federal-budget,stimulus,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,an interview on NBC's 'Meet the Press',0,"['theres', 'still', 'about', '$400', 'billion', 'or', '$500', 'billion', 'of', 'the', 'stimulus', 'plan', 'that', 'has', 'not', 'been', 'spent', '.', 'why', 'dont', 'we', 'stop', 'it', '.']"
